,name,landmass,zone,area,population,language,religion,bars,stripes,colors,red,green,blue,gold,white,black,orange,mainhue,circles,crosses,saltires,quarters,sunstars,crescent,triangle,icon,animate,text,topleft,botright,area_sq_miles,pop_density
180,Uruguay,2,3,178,3,2,0,0,9,3,0,0,1,1,1,0,0,white,0,0,0,1,1,0,0,0,0,0,white,white,68725.86873,43.65168539
181,US_Virgin_Isles,1,4,0,0,1,0,0,0,6,1,1,1,1,1,0,0,white,0,0,0,0,0,0,0,1,1,1,white,white,0,
182,USA,1,4,9363,231,1,0,0,13,3,1,0,1,0,1,0,0,white,0,0,0,1,50,0,0,0,0,0,blue,red,3615057.915,63.89939122
183,USSR,5,1,22402,274,5,0,0,0,2,1,0,0,1,0,0,0,red,0,0,0,0,1,0,0,1,0,0,red,red,8649420.849,31.67842157
184,Vanuatu,6,2,15,0,6,0,0,0,4,1,1,0,1,0,1,0,red,0,0,0,0,0,0,1,0,1,0,black,green,5791.505792,0
185,Vatican_City,3,1,0,0,6,0,2,0,4,1,0,0,1,1,1,0,gold,0,0,0,0,0,0,0,1,0,0,gold,white,0,
186,Venezuela,2,4,912,15,2,0,0,3,7,1,1,1,1,1,1,1,red,0,0,0,0,7,0,0,1,1,0,gold,red,352123.5521,42.59868421
187,Vietnam,5,1,333,60,10,4,0,0,2,1,0,0,1,0,0,0,red,0,0,0,0,1,0,0,0,0,0,red,red,128571.4286,466.6666667
188,Western_Samoa,6,3,3,0,1,0,0,0,3,1,0,1,0,1,0,0,red,0,0,0,1,5,0,0,0,0,0,blue,red,1158.301158,0
189,Yugoslavia,3,1,256,22,6,0,0,3,4,1,0,1,1,1,0,0,red,0,0,0,0,1,0,0,0,0,0,blue,red,98841.69884,222.578125
190,Zaire,4,2,905,28,10,4,0,0,4,1,1,0,1,0,0,1,green,1,0,0,0,0,0,0,1,1,0,green,green,349420.8494,80.13259669
191,Zambia,4,2,753,6,10,4,3,0,4,1,1,0,0,0,1,1,green,0,0,0,0,0,0,0,0,1,0,green,brown,290733.5907,20.6374502
192,Zimbabwe,4,2,391,8,10,4,0,7,5,1,1,0,1,1,1,0,green,0,0,0,0,1,0,1,1,1,0,green,green,150965.251,52.99232737
